Frequency,Angle_of_Attack,Chord_Length,Free_Stream_Velocity,Displacement_Thickness,Sound_Pressure_Level,y_hat
630,0.0,0.1016,71.3,0.00121072,124.155,126.46459776618283
800,0.0,0.1016,71.3,0.00121072,126.805,126.46459776618283
1000,0.0,0.1016,71.3,0.00121072,128.825,126.46459776618283
1250,0.0,0.1016,71.3,0.00121072,130.335,126.46459776618283
1600,0.0,0.1016,71.3,0.00121072,131.725,126.46459776618283
2000,0.0,0.1016,71.3,0.00121072,132.095,126.46459776618283
2500,0.0,0.1016,71.3,0.00121072,132.595,126.46459776618283
3150,0.0,0.1016,71.3,0.00121072,131.955,126.46459776618283
4000,0.0,0.1016,71.3,0.00121072,130.935,126.46459776618283
5000,0.0,0.1016,71.3,0.00121072,130.795,126.46459776618283
6300,0.0,0.1016,71.3,0.00121072,129.395,126.46459776618283
8000,0.0,0.1016,71.3,0.00121072,125.465,126.46459776618283
10000,0.0,0.1016,71.3,0.00121072,123.305,126.46459776618283
12500,0.0,0.1016,71.3,0.00121072,119.375,126.46459776618283
630,0.0,0.1016,55.5,0.00131983,126.17,126.4467007297346
800,0.0,0.1016,55.5,0.00131983,127.92,126.4467007297346
1000,0.0,0.1016,55.5,0.00131983,129.8,126.4467007297346
1250,0.0,0.1016,55.5,0.00131983,131.43,126.4467007297346
1600,0.0,0.1016,55.5,0.00131983,132.05,126.4467007297346
2000,0.0,0.1016,55.5,0.00131983,132.54,126.4467007297346
2500,0.0,0.1016,55.5,0.00131983,133.04,126.4467007297346
3150,0.0,0.1016,55.5,0.00131983,131.78,126.4467007297346
4000,0.0,0.1016,55.5,0.00131983,129.5,126.4467007297346
5000,0.0,0.1016,55.5,0.00131983,128.36,126.4467007297346
6300,0.0,0.1016,55.5,0.00131983,127.73,126.4467007297346
8000,0.0,0.1016,55.5,0.00131983,124.45,126.4467007297346
10000,0.0,0.1016,55.5,0.00131983,121.93,126.4467007297346
12500,0.0,0.1016,55.5,0.00131983,119.91,126.4467007297346
630,0.0,0.1016,39.6,0.00146332,125.401,126.42316442912094
800,0.0,0.1016,39.6,0.00146332,128.401,126.42316442912094
1000,0.0,0.1016,39.6,0.00146332,130.781,126.42316442912094
1250,0.0,0.1016,39.6,0.00146332,132.271,126.42316442912094
1600,0.0,0.1016,39.6,0.00146332,133.261,126.42316442912094
2000,0.0,0.1016,39.6,0.00146332,133.251,126.42316442912094
2500,0.0,0.1016,39.6,0.00146332,132.611,126.42316442912094
3150,0.0,0.1016,39.6,0.00146332,130.961,126.42316442912094
4000,0.0,0.1016,39.6,0.00146332,127.801,126.42316442912094
5000,0.0,0.1016,39.6,0.00146332,126.021,126.42316442912094
6300,0.0,0.1016,39.6,0.00146332,125.631,126.42316442912094
8000,0.0,0.1016,39.6,0.00146332,122.341,126.42316442912094
10000,0.0,0.1016,39.6,0.00146332,119.561,126.42316442912094
630,0.0,0.1016,31.7,0.00150092,126.413,126.41699699652584
800,0.0,0.1016,31.7,0.00150092,129.053,126.41699699652584
1000,0.0,0.1016,31.7,0.00150092,131.313,126.41699699652584
1250,0.0,0.1016,31.7,0.00150092,133.063,126.41699699652584
1600,0.0,0.1016,31.7,0.00150092,133.553,126.41699699652584
2000,0.0,0.1016,31.7,0.00150092,133.153,126.41699699652584
2500,0.0,0.1016,31.7,0.00150092,132.003,126.41699699652584
3150,0.0,0.1016,31.7,0.00150092,129.973,126.41699699652584
4000,0.0,0.1016,31.7,0.00150092,126.933,126.41699699652584
5000,0.0,0.1016,31.7,0.00150092,124.393,126.41699699652584
6300,0.0,0.1016,31.7,0.00150092,124.253,126.41699699652584
8000,0.0,0.1016,31.7,0.00150092,120.193,126.41699699652584
10000,0.0,0.1016,31.7,0.00150092,115.893,126.41699699652584
800,3.3,0.1016,71.3,0.00202822,131.074,126.33050531547781
1000,3.3,0.1016,71.3,0.00202822,131.434,126.33050531547781
1250,3.3,0.1016,71.3,0.00202822,132.304,126.33050531547781
1600,3.3,0.1016,71.3,0.00202822,133.664,126.33050531547781
2000,3.3,0.1016,71.3,0.00202822,134.034,126.33050531547781
2500,3.3,0.1016,71.3,0.00202822,133.894,126.33050531547781
3150,3.3,0.1016,71.3,0.00202822,132.114,126.33050531547781
4000,3.3,0.1016,71.3,0.00202822,128.704,126.33050531547781
5000,3.3,0.1016,71.3,0.00202822,127.054,126.33050531547781
6300,3.3,0.1016,71.3,0.00202822,124.904,126.33050531547781
8000,3.3,0.1016,71.3,0.00202822,121.234,126.33050531547781
10000,3.3,0.1016,71.3,0.00202822,116.694,126.33050531547781
630,3.3,0.1016,55.5,0.002211,126.599,126.30052437585718
800,3.3,0.1016,55.5,0.002211,129.119,126.30052437585718
1000,3.3,0.1016,55.5,0.002211,131.129,126.30052437585718
1250,3.3,0.1016,55.5,0.002211,132.769,126.30052437585718
1600,3.3,0.1016,55.5,0.002211,133.649,126.30052437585718
2000,3.3,0.1016,55.5,0.002211,133.649,126.30052437585718
2500,3.3,0.1016,55.5,0.002211,132.889,126.30052437585718
3150,3.3,0.1016,55.5,0.002211,130.629,126.30052437585718
4000,3.3,0.1016,55.5,0.002211,127.229,126.30052437585718
5000,3.3,0.1016,55.5,0.002211,124.839,126.30052437585718
6300,3.3,0.1016,55.5,0.002211,123.839,126.30052437585718
8000,3.3,0.1016,55.5,0.002211,120.569,126.30052437585718
10000,3.3,0.1016,55.5,0.002211,115.659,126.30052437585718
630,3.3,0.1016,39.6,0.00245138,127.251,126.26109545438871
800,3.3,0.1016,39.6,0.00245138,129.991,126.26109545438871
1000,3.3,0.1016,39.6,0.00245138,131.971,126.26109545438871
1250,3.3,0.1016,39.6,0.00245138,133.211,126.26109545438871
1600,3.3,0.1016,39.6,0.00245138,133.071,126.26109545438871
2000,3.3,0.1016,39.6,0.00245138,132.301,126.26109545438871
2500,3.3,0.1016,39.6,0.00245138,130.791,126.26109545438871
3150,3.3,0.1016,39.6,0.00245138,128.401,126.26109545438871
4000,3.3,0.1016,39.6,0.00245138,124.881,126.26109545438871
5000,3.3,0.1016,39.6,0.00245138,122.371,126.26109545438871
6300,3.3,0.1016,39.6,0.00245138,120.851,126.26109545438871
8000,3.3,0.1016,39.6,0.00245138,118.091,126.26109545438871
10000,3.3,0.1016,39.6,0.00245138,115.321,126.26109545438871
630,3.3,0.1016,31.7,0.00251435,128.952,126.25076664506652
800,3.3,0.1016,31.7,0.00251435,131.362,126.25076664506652
1000,3.3,0.1016,31.7,0.00251435,133.012,126.25076664506652
1250,3.3,0.1016,31.7,0.00251435,134.022,126.25076664506652
1600,3.3,0.1016,31.7,0.00251435,133.402,126.25076664506652
2000,3.3,0.1016,31.7,0.00251435,131.642,126.25076664506652
2500,3.3,0.1016,31.7,0.00251435,130.392,126.25076664506652
3150,3.3,0.1016,31.7,0.00251435,128.252,126.25076664506652
4000,3.3,0.1016,31.7,0.00251435,124.852,126.25076664506652
5000,3.3,0.1016,31.7,0.00251435,122.082,126.25076664506652
6300,3.3,0.1016,31.7,0.00251435,120.702,126.25076664506652
8000,3.3,0.1016,31.7,0.00251435,117.432,126.25076664506652
630,6.7,0.1016,71.3,0.00478288,131.448,125.87866542525262
800,6.7,0.1016,71.3,0.00478288,134.478,125.87866542525262
1000,6.7,0.1016,71.3,0.00478288,136.758,125.87866542525262
1250,6.7,0.1016,71.3,0.00478288,137.658,125.87866542525262
1600,6.7,0.1016,71.3,0.00478288,136.678,125.87866542525262
2000,6.7,0.1016,71.3,0.00478288,134.568,125.87866542525262
2500,6.7,0.1016,71.3,0.00478288,131.458,125.87866542525262
3150,6.7,0.1016,71.3,0.00478288,124.458,125.87866542525262
500,6.7,0.1016,55.5,0.0052139,129.343,125.80796630830721
630,6.7,0.1016,55.5,0.0052139,133.023,125.80796630830721
800,6.7,0.1016,55.5,0.0052139,135.953,125.80796630830721
1000,6.7,0.1016,55.5,0.0052139,137.233,125.80796630830721
1250,6.7,0.1016,55.5,0.0052139,136.883,125.80796630830721
1600,6.7,0.1016,55.5,0.0052139,133.653,125.80796630830721
2000,6.7,0.1016,55.5,0.0052139,129.653,125.80796630830721
2500,6.7,0.1016,55.5,0.0052139,124.273,125.80796630830721
400,6.7,0.1016,39.6,0.00578076,128.295,125.7149857008373
500,6.7,0.1016,39.6,0.00578076,130.955,125.7149857008373
630,6.7,0.1016,39.6,0.00578076,133.355,125.7149857008373
800,6.7,0.1016,39.6,0.00578076,134.625,125.7149857008373
1000,6.7,0.1016,39.6,0.00578076,134.515,125.7149857008373
1250,6.7,0.1016,39.6,0.00578076,132.395,125.7149857008373
1600,6.7,0.1016,39.6,0.00578076,127.375,125.7149857008373
2000,6.7,0.1016,39.6,0.00578076,122.235,125.7149857008373
315,6.7,0.1016,31.7,0.00592927,126.266,125.69062598236121
400,6.7,0.1016,31.7,0.00592927,128.296,125.69062598236121
500,6.7,0.1016,31.7,0.00592927,130.206,125.69062598236121
630,6.7,0.1016,31.7,0.00592927,132.116,125.69062598236121
800,6.7,0.1016,31.7,0.00592927,132.886,125.69062598236121
1000,6.7,0.1016,31.7,0.00592927,131.636,125.69062598236121
1250,6.7,0.1016,31.7,0.00592927,129.256,125.69062598236121
1600,6.7,0.1016,31.7,0.00592927,124.346,125.69062598236121
2000,6.7,0.1016,31.7,0.00592927,120.446,125.69062598236121
200,8.9,0.1016,71.3,0.0103088,133.503,124.97226278892249
250,8.9,0.1016,71.3,0.0103088,134.533,124.97226278892249
315,8.9,0.1016,71.3,0.0103088,136.583,124.97226278892249
400,8.9,0.1016,71.3,0.0103088,138.123,124.97226278892249
500,8.9,0.1016,71.3,0.0103088,138.523,124.97226278892249
630,8.9,0.1016,71.3,0.0103088,138.423,124.97226278892249
800,8.9,0.1016,71.3,0.0103088,137.813,124.97226278892249
1000,8.9,0.1016,71.3,0.0103088,135.433,124.97226278892249
1250,8.9,0.1016,71.3,0.0103088,132.793,124.97226278892249
1600,8.9,0.1016,71.3,0.0103088,128.763,124.97226278892249
2000,8.9,0.1016,71.3,0.0103088,124.233,124.97226278892249
2500,8.9,0.1016,71.3,0.0103088,123.623,124.97226278892249
3150,8.9,0.1016,71.3,0.0103088,123.263,124.97226278892249
4000,8.9,0.1016,71.3,0.0103088,120.243,124.97226278892249
5000,8.9,0.1016,71.3,0.0103088,116.723,124.97226278892249
6300,8.9,0.1016,71.3,0.0103088,117.253,124.97226278892249
200,8.9,0.1016,39.6,0.0124596,133.42,124.61947252228475
250,8.9,0.1016,39.6,0.0124596,134.34,124.61947252228475
315,8.9,0.1016,39.6,0.0124596,135.38,124.61947252228475
400,8.9,0.1016,39.6,0.0124596,135.54,124.61947252228475
500,8.9,0.1016,39.6,0.0124596,133.79,124.61947252228475
630,8.9,0.1016,39.6,0.0124596,131.92,124.61947252228475
800,8.9,0.1016,39.6,0.0124596,130.94,124.61947252228475
1000,8.9,0.1016,39.6,0.0124596,129.58,124.61947252228475
1250,8.9,0.1016,39.6,0.0124596,127.71,124.61947252228475
1600,8.9,0.1016,39.6,0.0124596,123.82,124.61947252228475
2000,8.9,0.1016,39.6,0.0124596,119.04,124.61947252228475
2500,8.9,0.1016,39.6,0.0124596,119.19,124.61947252228475
3150,8.9,0.1016,39.6,0.0124596,119.35,124.61947252228475
4000,8.9,0.1016,39.6,0.0124596,116.22,124.61947252228475
5000,8.9,0.1016,39.6,0.0124596,113.08,124.61947252228475
6300,8.9,0.1016,39.6,0.0124596,113.11,124.61947252228475
200,12.3,0.1016,71.3,0.0337792,130.588,121.12247262986794
250,12.3,0.1016,71.3,0.0337792,131.568,121.12247262986794
315,12.3,0.1016,71.3,0.0337792,137.068,121.12247262986794
400,12.3,0.1016,71.3,0.0337792,139.428,121.12247262986794
500,12.3,0.1016,71.3,0.0337792,140.158,121.12247262986794
630,12.3,0.1016,71.3,0.0337792,135.368,121.12247262986794
800,12.3,0.1016,71.3,0.0337792,127.318,121.12247262986794
1000,12.3,0.1016,71.3,0.0337792,127.928,121.12247262986794
1250,12.3,0.1016,71.3,0.0337792,126.648,121.12247262986794
1600,12.3,0.1016,71.3,0.0337792,124.748,121.12247262986794
2000,12.3,0.1016,71.3,0.0337792,122.218,121.12247262986794
2500,12.3,0.1016,71.3,0.0337792,121.318,121.12247262986794
3150,12.3,0.1016,71.3,0.0337792,120.798,121.12247262986794
4000,12.3,0.1016,71.3,0.0337792,118.018,121.12247262986794
5000,12.3,0.1016,71.3,0.0337792,116.108,121.12247262986794
6300,12.3,0.1016,71.3,0.0337792,113.958,121.12247262986794
200,12.3,0.1016,55.5,0.0368233,132.304,120.62315663085735
250,12.3,0.1016,55.5,0.0368233,133.294,120.62315663085735
315,12.3,0.1016,55.5,0.0368233,135.674,120.62315663085735
400,12.3,0.1016,55.5,0.0368233,136.414,120.62315663085735
500,12.3,0.1016,55.5,0.0368233,133.774,120.62315663085735
630,12.3,0.1016,55.5,0.0368233,124.244,120.62315663085735
800,12.3,0.1016,55.5,0.0368233,125.114,120.62315663085735
1000,12.3,0.1016,55.5,0.0368233,125.484,120.62315663085735
1250,12.3,0.1016,55.5,0.0368233,124.214,120.62315663085735
1600,12.3,0.1016,55.5,0.0368233,121.824,120.62315663085735
2000,12.3,0.1016,55.5,0.0368233,118.564,120.62315663085735
2500,12.3,0.1016,55.5,0.0368233,117.054,120.62315663085735
3150,12.3,0.1016,55.5,0.0368233,116.914,120.62315663085735
4000,12.3,0.1016,55.5,0.0368233,114.404,120.62315663085735
5000,12.3,0.1016,55.5,0.0368233,112.014,120.62315663085735
6300,12.3,0.1016,55.5,0.0368233,110.124,120.62315663085735
200,12.3,0.1016,39.6,0.0408268,128.545,119.96647268419369
250,12.3,0.1016,39.6,0.0408268,129.675,119.96647268419369
315,12.3,0.1016,39.6,0.0408268,129.415,119.96647268419369
400,12.3,0.1016,39.6,0.0408268,128.265,119.96647268419369
500,12.3,0.1016,39.6,0.0408268,122.205,119.96647268419369
630,12.3,0.1016,39.6,0.0408268,121.315,119.96647268419369
800,12.3,0.1016,39.6,0.0408268,122.315,119.96647268419369
1000,12.3,0.1016,39.6,0.0408268,122.435,119.96647268419369
1250,12.3,0.1016,39.6,0.0408268,121.165,119.96647268419369
1600,12.3,0.1016,39.6,0.0408268,117.875,119.96647268419369
2000,12.3,0.1016,39.6,0.0408268,114.085,119.96647268419369
2500,12.3,0.1016,39.6,0.0408268,113.315,119.96647268419369
3150,12.3,0.1016,39.6,0.0408268,113.055,119.96647268419369
4000,12.3,0.1016,39.6,0.0408268,110.905,119.96647268419369
5000,12.3,0.1016,39.6,0.0408268,108.625,119.96647268419369
6300,12.3,0.1016,39.6,0.0408268,107.985,119.96647268419369
200,12.3,0.1016,31.7,0.0418756,124.987,119.79444068138095
250,12.3,0.1016,31.7,0.0418756,125.857,119.79444068138095
315,12.3,0.1016,31.7,0.0418756,124.717,119.79444068138095
400,12.3,0.1016,31.7,0.0418756,123.207,119.79444068138095
500,12.3,0.1016,31.7,0.0418756,118.667,119.79444068138095
630,12.3,0.1016,31.7,0.0418756,119.287,119.79444068138095
800,12.3,0.1016,31.7,0.0418756,120.037,119.79444068138095
1000,12.3,0.1016,31.7,0.0418756,119.777,119.79444068138095
1250,12.3,0.1016,31.7,0.0418756,118.767,119.79444068138095
1600,12.3,0.1016,31.7,0.0418756,114.477,119.79444068138095
2000,12.3,0.1016,31.7,0.0418756,110.447,119.79444068138095
2500,12.3,0.1016,31.7,0.0418756,110.317,119.79444068138095
3150,12.3,0.1016,31.7,0.0418756,110.307,119.79444068138095
4000,12.3,0.1016,31.7,0.0418756,108.407,119.79444068138095
5000,12.3,0.1016,31.7,0.0418756,107.147,119.79444068138095
6300,12.3,0.1016,31.7,0.0418756,107.267,119.79444068138095
200,15.6,0.1016,71.3,0.0437259,130.898,119.49094066726535
250,15.6,0.1016,71.3,0.0437259,132.158,119.49094066726535
315,15.6,0.1016,71.3,0.0437259,133.808,119.49094066726535
400,15.6,0.1016,71.3,0.0437259,134.058,119.49094066726535
500,15.6,0.1016,71.3,0.0437259,130.638,119.49094066726535
630,15.6,0.1016,71.3,0.0437259,122.288,119.49094066726535
800,15.6,0.1016,71.3,0.0437259,124.188,119.49094066726535
1000,15.6,0.1016,71.3,0.0437259,124.438,119.49094066726535
1250,15.6,0.1016,71.3,0.0437259,123.178,119.49094066726535
1600,15.6,0.1016,71.3,0.0437259,121.528,119.49094066726535
2000,15.6,0.1016,71.3,0.0437259,119.888,119.49094066726535
2500,15.6,0.1016,71.3,0.0437259,118.998,119.49094066726535
3150,15.6,0.1016,71.3,0.0437259,116.468,119.49094066726535
4000,15.6,0.1016,71.3,0.0437259,113.298,119.49094066726535
200,15.6,0.1016,39.6,0.0528487,123.514,117.99455093112864
250,15.6,0.1016,39.6,0.0528487,124.644,117.99455093112864
315,15.6,0.1016,39.6,0.0528487,122.754,117.99455093112864
400,15.6,0.1016,39.6,0.0528487,120.484,117.99455093112864
500,15.6,0.1016,39.6,0.0528487,115.304,117.99455093112864
630,15.6,0.1016,39.6,0.0528487,118.084,117.99455093112864
800,15.6,0.1016,39.6,0.0528487,118.964,117.99455093112864
1000,15.6,0.1016,39.6,0.0528487,119.224,117.99455093112864
1250,15.6,0.1016,39.6,0.0528487,118.214,117.99455093112864
1600,15.6,0.1016,39.6,0.0528487,114.554,117.99455093112864
2000,15.6,0.1016,39.6,0.0528487,110.894,117.99455093112864
2500,15.6,0.1016,39.6,0.0528487,110.264,117.99455093112864
3150,15.6,0.1016,39.6,0.0528487,109.254,117.99455093112864
4000,15.6,0.1016,39.6,0.0528487,106.604,117.99455093112864
5000,15.6,0.1016,39.6,0.0528487,106.224,117.99455093112864
6300,15.6,0.1016,39.6,0.0528487,104.204,117.99455093112864
